City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,constantia,44.1833,28.65,282.53,67,76,4.62,RO,1683827506
299,dereli,40.7378,38.4493,282.24,100,100,0.61,TR,1683827507
300,nova prata,-28.7839,-51.61,288.31,51,60,2.3,BR,1683827507
301,portland,45.5234,-122.6762,293.41,62,20,1.79,US,1683827301
302,tazacorte,28.629,-17.9293,296.57,79,40,8.23,ES,1683827508
303,sheridan,44.8333,-106.9173,284.36,92,100,7.2,US,1683827509
304,sinop,41.7711,34.8709,279.7,95,89,2.21,TR,1683827510
305,dongola,19.1667,30.4833,309.64,8,7,3.49,SD,1683827510
306,gaiman,-43.2897,-65.4929,294.73,33,1,5.5,AR,1683827513
307,villa dolores,-31.9459,-65.1896,295.97,47,91,2.03,AR,1683827515
308,brookings,44.3114,-96.7984,297.29,76,0,3.6,US,1683827343
309,pyu,18.4833,96.4333,300.0,79,95,1.19,MM,1683827516
310,barcelos,41.5388,-8.6151,294.21,52,0,7.52,PT,1683827517
311,camocim,-2.9022,-40.8411,302.68,70,49,3.87,BR,1683827516
312,arteche,12.2645,125.4048,299.35,83,87,1.76,PH,1683827518
313,masterton,-40.9597,175.6575,276.36,90,16,1.52,NZ,1683827518
314,xiongzhou,25.1167,114.3,291.51,97,100,0.99,CN,1683827519
315,la sarre,48.8002,-79.1996,292.66,49,52,4.3,CA,1683827324
316,christchurch,-43.5333,172.6333,281.75,73,75,1.54,NZ,1683827481
317,develi,38.3906,35.4922,286.79,44,94,2.53,TR,1683827521
318,malango,-2.9627,119.9001,293.22,99,100,0.79,ID,1683827521
319,rudsar,37.1376,50.288,292.14,90,19,0.73,IR,1683827522
320,pudozh,61.8099,36.5345,283.64,65,100,2.17,RU,1683827522
321,bayanhongor,46.7167,100.1167,275.53,41,4,1.41,MN,1683827523
322,chillan,-36.6066,-72.1034,294.33,49,0,4.12,CL,1683827286
323,harstad,68.799,16.5293,280.81,100,100,7.15,NO,1683827524
324,bubaque,11.2833,-15.8333,299.93,70,44,7.64,GW,1683827525
325,mazamari,-11.3258,-74.5308,300.34,71,99,0.74,PE,1683827525
326,ilheus,-14.7889,-39.0494,301.05,78,75,3.09,BR,1683827231
327,muchkapskiy,51.8513,42.4717,281.12,93,100,5.28,RU,1683827526
328,nuuk,64.1835,-51.7216,276.49,93,75,5.66,GL,1683827527
329,bonthe,7.5264,-12.505,302.51,68,94,4.38,SL,1683827527
330,tinghir,31.5157,-5.5343,302.69,11,24,7.71,MA,1683827528
331,flagstaff,35.1981,-111.6513,290.84,24,0,3.09,US,1683827457
332,la cruz,23.9167,-106.9,302.85,29,0,4.67,MX,1683827530
333,vung tau,10.346,107.0843,301.5,77,100,4.45,VN,1683827530
334,jasper,37.2001,-94.3502,295.34,88,100,2.57,US,1683827531
335,lamu,-2.2717,40.902,300.27,84,54,4.83,KE,1683827532
336,superior,46.7208,-92.1041,299.79,49,0,3.09,US,1683827427
337,zhanga buqtyrma,49.6295,83.5248,286.77,67,72,0.86,KZ,1683827533
338,thunder bay,48.4001,-89.3168,297.14,46,75,16.46,CA,1683827334
339,blythe,33.6103,-114.5964,300.95,23,0,2.17,US,1683827537
340,morondava,-20.2833,44.2833,298.12,82,100,4.96,MG,1683827538
341,kabinda,-6.1333,24.4833,295.99,68,82,1.94,CD,1683827538
342,tosontsengel,48.7567,98.2839,277.7,38,17,1.41,MN,1683827539
343,quellon,-43.1167,-73.6167,287.29,94,100,1.03,CL,1683827540
344,namibe,-15.1961,12.1522,296.56,79,21,4.65,AO,1683827540
345,beau vallon,-20.4189,57.6953,298.28,73,40,5.14,MU,1683827541
346,peniche,39.3558,-9.3811,292.75,75,2,12.17,PT,1683827541
347,lensk,60.7253,114.9278,269.83,96,9,0.99,RU,1683827542
348,moravske budejovice,49.0521,15.8086,288.18,76,100,4.21,CZ,1683827542
349,boa vista,2.8197,-60.6733,303.14,62,75,1.54,BR,1683827543
350,bamboo flat,11.7,92.7167,301.58,77,100,8.91,IN,1683827544
351,kaffrine,14.1059,-15.5508,312.14,16,72,1.15,SN,1683827545
352,zhosaly,45.4878,64.0781,300.61,25,100,4.26,KZ,1683827545
353,ixtapa,20.7,-105.2,309.18,18,20,3.45,MX,1683827546
354,vallenar,-28.5708,-70.7581,302.59,24,92,3.52,CL,1683827546
355,masindi,1.6744,31.715,292.36,92,88,1.16,UG,1683827547
356,sitka,57.0531,-135.33,285.09,54,75,5.14,US,1683827548
357,petropavlovsk-kamchatsky,53.0452,158.6483,273.48,93,75,4.0,RU,1683827548
358,pawayan,28.0667,80.1,302.72,12,0,1.41,IN,1683827554
359,hithadhoo,-0.6,73.0833,301.47,79,100,6.5,MV,1683827554
360,touros,-5.1989,-35.4608,302.05,65,33,5.08,BR,1683827555
361,hammerfest,70.6634,23.6821,281.4,87,75,1.54,NO,1683827257
362,pingxiang,27.6167,113.85,288.42,97,88,0.99,CN,1683827559
